"ExcelRow","TipoActivo","Condicion","Antiguedad","Ubicacion","AlturaLibre","AlturaPuerta","Parqueadero","IndiceParqueaderos","AreaVendible","ViasAcceso","CertificacionSostenibilidad","Subarriendo","ExcelComercializacion","ExcelRestitucion","ExcelNormativo","ExcelAmbiental","ExcelGeneral","ExcelLeasingFinanciero","ExcelPlanFlexible","ReglasDRLAplicadas","DeltaRiesgo","ClasificacionDerivada","RequiereRevisionManual","AccionDerivada"
"1376","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","35","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1377","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Critical Not Favorable Combination | Bodega Matrix Final Classification Not Favorable","90","NO_FAVORABLE","true","MANUAL_REVIEW_OR_REJECT"
"1378","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1379","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1380","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1381","BODEGA","USADO","MENOR_5","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-10","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1382","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Combination Requires Specialist | Bodega Matrix Final Classification Favorable","12","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1383","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","12","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1384","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1385","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Combination Requires Specialist | Bodega Matrix Final Classification Favorable","19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1386","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Legacy Combination | Bodega Matrix Final Classification Medium","31","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1387","BODEGA","USADO","MENOR_5","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1388","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1389","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1390","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1391","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1392","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1393","BODEGA","USADO","MENOR_5","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-12","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1394","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","0","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1395","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","10","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1396","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1397","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1398","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1399","BODEGA","USADO","MENOR_5","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1400","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1401","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","25","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1402","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1403","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1404","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","25","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1405","BODEGA","USADO","MENOR_5","ZONA_FRANCA","MENOR_7","MAYOR_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","6","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
